input1,input2,true_output,fortran_pred,tensorflow_pred
 -1.330582, -1.330582,417.943365,426.372407,426.372375
  1.156673,  1.156673,552.989903,552.255715,552.255798
 -0.310578, -0.310578,521.231566,522.955023,522.954956
 -1.663417, -1.663417,338.697419,339.857999,339.857971
 -1.517802, -1.517802,408.548641,413.901840,413.901855
  0.791247,  0.791247,608.040192,606.213667,606.213562
  0.253162,  0.253162,374.052427,375.501572,375.501587
 -1.316713, -1.316713,414.850955,421.488531,421.488495
 -1.248066, -1.248066,393.125241,392.979148,392.979126
  1.657313,  1.657313,549.087429,553.542271,553.542236
 -0.029748, -0.029748,466.764195,469.142899,469.142883
  0.605413,  0.605413,512.647592,512.538971,512.538940
  0.922994,  0.922994,625.642003,624.765773,624.765808
 -1.282043, -1.282043,404.938540,407.089853,407.089844
  0.977080,  0.977080,618.595012,616.261559,616.261536
  0.751723,  0.751723,593.240642,595.853314,595.853333
 -0.971396, -0.971396,283.351090,284.703614,284.703644
  0.229586,  0.229586,375.905643,378.353886,378.353912
  1.311303,  1.311303,490.669570,494.430329,494.430267
 -0.429151, -0.429151,481.862497,485.078732,485.078735
 -0.223902, -0.223902,524.974606,527.633795,527.633728
  1.513084,  1.513084,485.832952,494.067630,494.067596
  0.174114,  0.174114,385.782798,385.065212,385.065155
  1.400752,  1.400752,474.337896,460.979770,460.979797
  0.716359,  0.716359,576.917102,579.122669,579.122742
 -1.217556, -1.217556,380.854547,380.308312,380.308258
  1.496443,  1.496443,481.897842,487.205172,487.205200
 -0.596263, -0.596263,383.730861,386.347263,386.347290
  1.635124,  1.635124,536.567471,544.392326,544.392273
  1.027005,  1.027005,605.628801,600.746060,600.746033
 -1.533057, -1.533057,403.373577,406.349708,406.349762
  1.643445,  1.643445,541.176004,547.823556,547.823608
  0.285752,  0.285752,374.140284,374.804794,374.804810
 -0.773082, -0.773082,293.168466,294.709725,294.709747
 -0.921471, -0.921471,275.373744,276.502545,276.502563
  1.100507,  1.100507,577.899778,573.259554,573.259644
  0.427901,  0.427901,411.006855,412.898106,412.898071
 -0.356343, -0.356343,510.272794,512.241248,512.241272
  0.934089,  0.934089,624.940792,623.021319,623.021362
  1.724574,  1.724574,590.075465,581.278041,581.278076
  1.419474,  1.419474,473.610544,455.466301,455.466278
  0.893871,  0.893871,626.174622,629.344965,629.344971
  0.994415,  0.994415,614.658807,612.933473,612.933533
 -1.700168, -1.700168,316.094411,320.539843,320.539795
 -1.689767, -1.689767,322.462492,326.007246,326.007233
  0.635923,  0.635923,531.541103,530.849488,530.849487
 -0.424297, -0.424297,483.918315,486.889566,486.889526
 -1.612799, -1.612799,367.355020,366.466026,366.466003
 -0.706514, -0.706514,320.733341,323.267756,323.267731
  1.255137,  1.255137,509.958042,515.434169,515.434082
  0.585998,  0.585998,500.613246,500.886824,500.886780
 -0.041536, -0.041536,472.219657,474.252265,474.252319
  0.349546,  0.349546,383.704010,384.802046,384.802063
  1.696838,  1.696838,572.788876,569.840610,569.840576
 -0.480463, -0.480463,454.516269,456.095593,456.095612
  1.456225,  1.456225,475.433224,470.620897,470.620911
 -1.325728, -1.325728,416.995984,425.232187,425.232178
 -1.654403, -1.654403,344.078586,344.596415,344.596375
  0.502789,  0.502789,449.691232,450.949050,450.949097
 -0.859064, -0.859064,275.267600,276.750484,276.750488
  0.252469,  0.252469,373.998445,375.585463,375.585419
 -1.591996, -1.591996,378.010923,377.171017,377.171021
 -0.990118, -0.990118,287.951224,290.172018,290.172058
  1.095653,  1.095653,580.089104,575.074701,575.074768
  0.835625,  0.835625,619.481643,617.665057,617.665039
 -0.318899, -0.318899,519.736454,521.366925,521.366943
 -0.719689, -0.719689,314.697389,316.093320,316.093323
 -0.810526, -0.810526,282.761723,285.602301,285.602325
  1.488815,  1.488815,480.132750,484.059878,484.059937
 -0.334848, -0.334848,516.366664,518.323072,518.323059
  0.631763,  0.631763,529.127248,528.352599,528.352661
 -1.346530, -1.346530,420.997006,426.076754,426.076752
  1.670488,  1.670488,556.648774,558.975051,558.975037
 -1.218249, -1.218249,381.218415,380.596286,380.596283
  1.222547,  1.222547,523.275351,527.621582,527.621643
 -1.718890, -1.718890,304.484895,310.698518,310.698517
  0.885550,  0.885550,625.787901,630.127986,630.127991
  0.571436,  0.571436,491.372708,492.147713,492.147736
 -1.440833, -1.440833,424.767334,424.328544,424.328522
 -1.426272, -1.426272,425.896889,424.598488,424.598480
  0.708038,  0.708038,572.697934,574.128892,574.128906
  0.114481,  0.114481,404.124065,407.843841,407.843842
  0.931315,  0.931315,624.972405,623.457432,623.457458
  0.018097,  0.018097,444.963135,448.808116,448.808075
  0.520124,  0.520124,459.739708,461.352753,461.352692
 -1.250840, -1.250840,393.925772,394.131043,394.131042
 -1.342369, -1.342369,420.297766,426.153881,426.153870
  0.003535,  0.003535,451.632969,454.996963,454.997009
  0.108240,  0.108240,406.629583,410.496205,410.496216
 -0.287696, -0.287696,524.336390,527.275217,527.275208
  1.090106,  1.090106,582.382641,577.149154,577.149231
  1.106054,  1.106054,575.385290,571.185101,571.185059
 -1.659950, -1.659950,340.753087,341.680467,341.680420
 -1.647469, -1.647469,348.187191,348.241350,348.241364
 -1.508094, -1.508094,411.453047,418.707742,418.707764
  1.050581,  1.050581,597.592326,591.929634,591.929688
  0.574210,  0.574210,493.200580,493.812306,493.812317
  0.427208,  0.427208,410.550541,412.585272,412.585297
  0.164406,  0.164406,388.194596,386.624937,386.624847
 -1.499773, -1.499773,413.978138,422.827087,422.827118
 -1.352771, -1.352771,421.925045,425.961064,425.960999
 -0.476303, -0.476303,457.129462,458.563878,458.563873
 -0.501266, -0.501266,442.587412,443.754166,443.754181
 -1.420031, -1.420031,426.101771,424.714179,424.714203
 -0.764761, -0.764761,296.053884,296.733597,296.733612
  0.227506,  0.227506,375.950834,378.605560,378.605591
  0.654645,  0.654645,543.017691,542.085487,542.085449
  1.440277,  1.440277,474.328225,464.044374,464.044403
 -1.579515, -1.579515,384.036982,383.350034,383.350037
  0.063168,  0.063168,424.965279,429.652160,429.652191
  0.726066,  0.726066,581.726618,584.948743,584.948730
  1.200357,  1.200357,532.864409,535.919395,535.919373
 -1.529590, -1.529590,404.717863,408.066102,408.066071
 -0.656589, -0.656589,347.342876,350.455094,350.455078
  0.659499,  0.659499,545.821798,544.998524,544.998474
  1.592826,  1.592826,515.431010,526.950244,526.950317
  1.228787,  1.228787,520.599788,525.287822,525.287842
  0.047913,  0.047913,431.616903,436.135714,436.135712
  1.189956,  1.189956,537.696403,539.808995,539.809021
 -1.443607, -1.443607,424.498468,424.277126,424.277130
  0.242068,  0.242068,374.525706,376.843837,376.843872
  0.451477,  0.451477,422.018641,423.741322,423.741272
  0.512497,  0.512497,455.422954,456.775123,456.775177
 -0.387547, -0.387547,499.572133,500.600170,500.600159
  1.732895,  1.732895,595.083699,584.709271,584.709290
  1.352907,  1.352907,480.523244,478.871930,478.871948
 -0.108797, -0.108797,499.091166,502.475930,502.475891
 -1.052525, -1.052525,308.721065,311.770605,311.770599
 -1.195367, -1.195367,371.293532,371.093158,371.093140
  1.046421,  1.046421,599.040112,593.485474,593.485474
  1.341119,  1.341119,483.062757,483.280143,483.280090
 -1.619733, -1.619733,363.719983,362.821091,362.821106
 -1.711263, -1.711263,309.104780,314.707947,314.707977
  0.731614,  0.731614,584.323744,588.277928,588.277893
  1.614322,  1.614322,525.694692,535.814253,535.814209
 -0.942967, -0.942967,277.812289,280.033561,280.033600
  1.687823,  1.687823,567.152278,566.123445,566.123474
  1.376483,  1.376483,476.720786,470.055503,470.055481
 -0.782789, -0.782789,290.090546,292.348541,292.348541
 -1.666191, -1.666191,337.100145,338.400025,338.400024
  1.725961,  1.725961,590.804357,581.849913,581.849976
 -0.694726, -0.694726,326.473546,329.686988,329.686981
  0.151925,  0.151925,391.736338,391.929663,391.929657
 -1.257774, -1.257774,396.754765,397.010778,397.010834
  1.011057,  1.011057,610.386897,606.710114,606.710083
 -1.169711, -1.169711,359.884206,360.438137,360.438141
  0.584611,  0.584611,499.806541,500.054527,500.054443
 -0.382693, -0.382693,501.588299,502.411004,502.411011
  1.714866,  1.714866,583.791039,577.274940,577.274963
 -0.615678, -0.615678,371.763216,374.582847,374.582825
  0.987481,  0.987481,616.313191,614.626133,614.626099
  0.423047,  0.423047,408.775815,410.708265,410.708313
 -1.146135, -1.146135,349.046600,350.647036,350.647003
  0.769058,  0.769058,600.151378,600.397328,600.397278
 -1.246679, -1.246679,392.565715,392.403201,392.403168
  0.138056,  0.138056,396.138512,397.823803,397.823792
  0.244841,  0.244841,374.435957,376.508271,376.508240
 -1.389521, -1.389521,425.793689,425.279776,425.279755
  0.319729,  0.319729,377.915123,380.129417,380.129456
  0.927848,  0.927848,625.417549,624.002574,624.002625
  1.388964,  1.388964,475.407742,465.387983,465.387970
 -1.621119, -1.621119,363.051665,362.092104,362.092133
 -0.001319, -0.001319,454.056924,457.059912,457.059906
  1.356374,  1.356374,479.735908,477.575396,477.575439
 -1.184966, -1.184966,366.792031,366.773555,366.773590
 -0.183685, -0.183685,519.444109,522.520963,522.520996
  0.081197,  0.081197,417.338101,421.989778,421.989746
  0.792634,  0.792634,608.254730,606.577188,606.577271
  1.577571,  1.577571,508.246583,520.659657,520.659668
  1.528339,  1.528339,490.279524,500.358217,500.358246
 -1.307699, -1.307699,412.453202,417.744874,417.744873
  1.382724,  1.382724,475.933642,467.721743,467.721832
 -0.348022, -0.348022,512.858686,515.345536,515.345520
 -0.674618, -0.674618,337.440725,340.637444,340.637451
  0.158165,  0.158165,389.945201,389.277300,389.277344
  0.305861,  0.305861,376.000475,377.956102,377.956085
  0.402245,  0.402245,400.366070,401.323231,401.323212
 -0.394481, -0.394481,496.957859,498.013263,498.013245
 -0.870852, -0.870852,274.087828,276.428671,276.428680
  1.611548,  1.611548,524.311318,534.670510,534.670471
  0.442463,  0.442463,417.701466,419.467630,419.467590
 -0.523455, -0.523455,429.278287,430.463822,430.463806
  1.229481,  1.229481,520.238726,525.028515,525.028564
  1.297435,  1.297435,494.633470,499.616462,499.616425
  0.035432,  0.035432,437.119958,441.440440,441.440491
 -1.630134, -1.630134,357.826663,357.353688,357.353699
 -0.479770, -0.479770,455.169959,456.506974,456.506989
  1.626110,  1.626110,531.868785,540.675161,540.675171
  1.540821,  1.540821,494.412835,505.505061,505.505035
  0.002842,  0.002842,451.866421,455.291670,455.291656
 -1.130880, -1.130880,342.201819,344.311617,344.311615
 -0.737024, -0.737024,306.804996,306.653272,306.653229
 -1.494226, -1.494226,415.217665,423.338749,423.338715
  1.176088,  1.176088,544.070980,544.995128,544.995117
  0.393924,  0.393924,397.332698,397.569217,397.569275
 -1.134347, -1.134347,343.800556,345.751485,345.751495
  1.609468,  1.609468,523.328257,533.812703,533.812683
  0.396698,  0.396698,398.396665,398.820555,398.820526
 -1.216863, -1.216863,380.447858,380.020338,380.020325
 -0.057485, -0.057485,478.890685,481.251655,481.251648
 -1.123946, -1.123946,338.985857,341.431882,341.431854
  0.901499,  0.901499,626.310262,628.145653,628.145630
 -0.947820, -0.947820,278.684792,280.830887,280.830933
  1.498523,  1.498523,482.296352,488.062979,488.062988
 -1.686993, -1.686993,324.355234,327.465220,327.465179
  1.434729,  1.434729,473.786213,461.756888,461.756866
  0.569356,  0.569356,490.183804,490.899269,490.899261
  0.151231,  0.151231,391.906759,392.224370,392.224426
  1.427102,  1.427102,473.878265,458.611594,458.611603
 -0.693340, -0.693340,327.430382,330.442192,330.442200
 -1.716810, -1.716810,305.477933,311.791999,311.792023
  0.281592,  0.281592,374.262783,374.152799,374.152832
  1.572024,  1.572024,506.155267,518.372171,518.372131
  1.720413,  1.720413,587.358369,579.562427,579.562439
 -0.194086, -0.194086,521.481806,524.741869,524.741882
 -0.189925, -0.189925,520.969419,523.853507,523.853516
 -0.819540, -0.819540,281.069222,283.409773,283.409760
  1.234334,  1.234334,518.235013,523.213369,523.213318
  0.359254,  0.359254,386.369600,386.323367,386.323334
 -1.629440, -1.629440,358.508054,357.718182,357.718170
  0.907739,  0.907739,626.232505,627.164397,627.164368
  0.561729,  0.561729,485.377064,486.321640,486.321594
  1.280793,  1.280793,500.403995,505.839822,505.839874
  1.111601,  1.111601,572.850224,569.110648,569.110596
  0.685155,  0.685155,560.451710,560.396004,560.395996
 -1.294524, -1.294524,408.970470,412.273377,412.273376
  1.728041,  1.728041,592.067744,582.707720,582.707703
  0.220572,  0.220572,376.761837,379.444476,379.444458
  1.402139,  1.402139,474.367521,460.461157,460.461090
 -1.695314, -1.695314,319.180226,323.091298,323.091278
 -0.111570, -0.111570,500.081784,503.326861,503.326874
  0.383523,  0.383523,393.478440,392.876700,392.876678
 -1.096903, -1.096903,327.056767,330.200913,330.200928
 -0.168430, -0.168430,516.307931,519.263633,519.263611
  0.840479,  0.840479,620.613893,618.876731,618.876770
  1.491589,  1.491589,480.653618,485.203621,485.203613
  0.643551,  0.643551,536.148146,535.427117,535.427124
 -1.354157, -1.354157,422.142939,425.935355,425.935364
 -0.807752, -0.807752,283.346712,286.276925,286.276947
 -1.420725, -1.420725,425.947309,424.701324,424.701355
 -1.637068, -1.637068,354.163327,353.708753,353.708710
  0.572130,  0.572130,491.803793,492.563861,492.563965
  1.281486,  1.281486,500.195080,505.580516,505.580505
 -0.464515, -0.464515,463.560471,465.557353,465.557343
  0.030578,  0.030578,439.387023,443.503390,443.503357
 -0.374372, -0.374372,504.559570,505.515292,505.515289
 -0.592102, -0.592102,386.286001,388.868209,388.868225
 -1.141975, -1.141975,347.104533,348.919194,348.919189
  1.138644,  1.138644,561.090713,558.997688,558.997742
  0.950731,  0.950731,623.023226,620.404638,620.404724
 -0.743958, -0.743958,303.951836,302.877253,302.877258
  0.404325,  0.404325,401.226504,402.261734,402.261749
 -1.554552, -1.554552,395.104989,395.708068,395.708069
  0.886244,  0.886244,625.889400,630.301083,630.301086
  0.695556,  0.695556,565.994830,566.638226,566.638245
  0.656032,  0.656032,543.715993,542.917783,542.917786
  0.848106,  0.848106,621.883081,620.780790,620.780823
  0.780846,  0.780846,604.598886,603.487258,603.487305
  0.323196,  0.323196,378.463569,380.672746,380.672699
 -1.299378, -1.299378,410.255346,414.289192,414.289185
  0.768364,  0.768364,599.848552,600.215568,600.215576
 -1.279963, -1.279963,404.084425,406.225932,406.225983
  0.259403,  0.259403,373.930384,374.746548,374.746613
  0.613734,  0.613734,517.984831,517.532748,517.532715
  1.687130,  1.687130,566.716857,565.837510,565.837524
  1.262764,  1.262764,506.905916,512.581795,512.581848
  0.414726,  0.414726,405.271114,406.954251,406.954224
 -0.425684, -0.425684,483.536667,486.372185,486.372192
 -0.682939, -0.682939,332.911388,336.106221,336.106232
 -1.560100, -1.560100,392.816263,392.961838,392.961823
 -0.439552, -0.439552,476.639805,480.367066,480.367065
 -0.969316, -0.969316,282.818448,284.361903,284.361908
  0.826611,  0.826611,617.426317,615.414806,615.414795
  0.189369,  0.189369,382.301442,383.219597,383.219574
  0.495855,  0.495855,445.686356,446.787569,446.787598
  1.024232,  1.024232,606.567669,601.783287,601.783386
  1.006203,  1.006203,611.594284,608.525260,608.525330
 -0.664910, -0.664910,342.535986,345.923871,345.923859
  1.020765,  1.020765,607.632027,603.079820,603.079773
  1.174008,  1.174008,545.023568,545.773048,545.773193
 -0.256493, -0.256493,526.280970,528.503904,528.503906
 -0.388240, -0.388240,499.413432,500.341479,500.341492
 -1.105224, -1.105224,330.547197,333.656596,333.656616
  0.051380,  0.051380,429.980901,434.662179,434.662201
 -0.395174, -0.395174,496.809611,497.754573,497.754578
  0.138750,  0.138750,395.808036,397.529096,397.529022
 -0.697500, -0.697500,325.180039,328.176581,328.176575
 -0.871545, -0.871545,274.416470,276.409741,276.409729
 -0.986651, -0.986651,287.039325,289.089035,289.089020
  0.039593,  0.039593,435.496064,439.672198,439.672241
  0.620668,  0.620668,522.059804,521.694229,521.694275
 -0.892348, -0.892348,273.572662,275.841837,275.841827
 -0.026975, -0.026975,465.720821,467.964071,467.964081
  0.617895,  0.617895,520.406018,520.029637,520.029602
  1.057515,  1.057515,595.161030,589.336567,589.336548
  0.093678,  0.093678,412.126839,416.685052,416.684998
  1.164300,  1.164300,549.395742,549.403341,549.403320
 -1.641922, -1.641922,351.258206,351.157298,351.157257
 -0.093542, -0.093542,493.459041,497.076364,497.076324
 -0.973476, -0.973476,283.542870,285.045027,285.045013
 -0.775162, -0.775162,292.457594,294.203757,294.203735
 -1.106611, -1.106611,331.021046,334.232543,334.232574
  1.682276,  1.682276,563.663892,563.835959,563.835938
 -1.101064, -1.101064,328.857758,331.928754,331.928772
 -1.059459, -1.059459,311.332033,314.650341,314.650360
 -0.119891, -0.119891,502.845269,505.879653,505.879608
 -0.822314, -0.822314,280.119491,282.735149,282.735138
  0.884857,  0.884857,625.718581,629.954890,629.954834
  1.416701,  1.416701,473.728832,455.015717,455.015686
  1.040180,  1.040180,601.232486,595.819234,595.819275
 -0.301564, -0.301564,522.534415,524.675462,524.675476
  1.565783,  1.565783,503.581722,515.798749,515.798767
 -1.406856, -1.406856,426.475986,424.958414,424.958405
 -0.930485, -0.930485,276.243137,277.983293,277.983276
 -1.223103, -1.223103,383.279581,382.612100,382.612122
 -1.677286, -1.677286,330.211543,332.568129,332.568085
  0.540233,  0.540233,471.846115,473.421048,473.421051
  1.302982,  1.302982,493.153901,497.542009,497.542053
  0.691396,  0.691396,563.749359,564.141337,564.141296
  0.917447,  0.917447,626.012137,625.638000,625.638000
  0.135976,  0.135976,396.793412,398.707924,398.707886
 -0.934646, -0.934646,276.841870,278.666716,278.666748
 -0.325833, -0.325833,518.210812,520.043511,520.043518
  0.142217,  0.142217,394.779453,396.055561,396.055542
  1.159446,  1.159446,551.503139,551.218488,551.218506
  1.293274,  1.293274,496.202457,501.172302,501.172302
  1.172621,  1.172621,545.700432,546.291661,546.291565
 -0.873626, -0.873626,274.018220,276.352951,276.352966
  0.389764,  0.389764,395.750501,395.692210,395.692169
 -1.167631, -1.167631,358.979366,359.574216,359.574219
  0.155392,  0.155392,390.884847,390.456128,390.456146
  1.289114,  1.289114,497.439580,502.728142,502.728149
  0.624829,  0.624829,524.878214,524.191118,524.191162
  0.472279,  0.472279,432.566340,433.921444,433.921478
  1.737055,  1.737055,597.715959,586.424885,586.424866
  1.461079,  1.461079,475.997975,472.622447,472.622467
 -1.478971, -1.478971,418.848475,423.621548,423.621552
 -0.094929, -0.094929,493.876188,497.685007,497.684937
 -1.699475, -1.699475,316.644173,320.904337,320.904358
 -0.744652, -0.744652,303.630782,302.499651,302.499664
 -0.771001, -0.771001,293.738851,295.215693,295.215698
 -1.625280, -1.625280,360.640382,359.905143,359.905151
  0.272578,  0.272578,373.787639,373.152608,373.152588
 -1.568420, -1.568420,389.132824,388.842494,388.842529
  1.314076,  1.314076,489.808365,493.393103,493.393127
  1.499910,  1.499910,482.754683,488.634850,488.634796
  1.278713,  1.278713,501.172231,506.617742,506.617798
 -0.578927, -0.578927,394.631892,396.851206,396.851227
 -0.334154, -0.334154,516.498667,518.455413,518.455383
 -1.060152, -1.060152,311.602660,314.938315,314.938354
  0.894565,  0.894565,626.118788,629.235936,629.235901
  0.913980,  0.913980,626.071321,626.183142,626.183228
 -0.658669, -0.658669,346.324205,349.322288,349.322296
  1.192037,  1.192037,536.707442,539.031075,539.031067
 -0.060952, -0.060952,480.171991,482.773262,482.773285
 -1.640535, -1.640535,352.159361,351.886285,351.886261
  0.658112,  0.658112,545.064757,544.166227,544.166199
  0.002149,  0.002149,452.374911,455.586377,455.586365
 -1.285510, -1.285510,406.043627,408.529721,408.529724
 -0.077593, -0.077593,487.241097,490.076974,490.076965
 -1.407550, -1.407550,426.135238,424.945559,424.945587
  0.380056,  0.380056,392.585873,391.312527,391.312500
 -0.456194, -0.456194,468.125992,470.493924,470.493896
  0.339145,  0.339145,381.358580,383.172059,383.172089
 -1.703635, -1.703635,314.062013,318.717376,318.717377
  0.183821,  0.183821,383.381100,383.890730,383.890717
  0.264950,  0.264950,373.699565,374.075415,374.075378
 -1.119092, -1.119092,336.828736,339.416067,339.416046
 -1.468570, -1.468570,420.801161,423.814365,423.814301
 -0.162883, -0.162883,515.167691,518.079149,518.079102
 -0.128906, -0.128906,505.842221,508.645178,508.645172
  1.367469,  1.367469,477.752103,473.426490,473.426514
 -0.164963, -0.164963,515.765971,518.523331,518.523315
  1.284260,  1.284260,499.116368,504.543289,504.543274
 -1.599624, -1.599624,374.323453,373.391403,373.391418
  1.114375,  1.114375,572.064989,568.073421,568.073425
  1.160833,  1.160833,550.816670,550.699875,550.699890
  0.810662,  0.810662,613.521580,611.302963,611.303040
 -0.032522, -0.032522,468.153787,470.321727,470.321747
 -0.097702, -0.097702,495.016455,498.902292,498.902313
  1.230174,  1.230174,520.123874,524.769209,524.769165
 -1.291057, -1.291057,407.756354,410.833509,410.833557
  0.995109,  0.995109,614.208779,612.674167,612.674133
 -0.897202, -0.897202,273.724206,275.709326,275.709320
  1.410460,  1.410460,473.881173,457.349477,457.349426
  0.134589,  0.134589,397.115910,399.297338,399.297363
  0.443156,  0.443156,417.993035,419.780465,419.780487
  1.429182,  1.429182,473.884197,459.469401,459.469391
 -0.851437, -0.851437,275.702945,276.958715,276.958740
 -0.499185, -0.499185,443.887416,444.988308,444.988312
  0.407792,  0.407792,402.639394,403.825906,403.825867
  0.248308,  0.248308,374.204679,376.088813,376.088837
 -1.444994, -1.444994,424.163151,424.251417,424.251434
 -0.626079, -0.626079,365.270619,368.280482,368.280457
 -0.735638, -0.735638,307.390629,307.408476,307.408447
 -0.167043, -0.167043,515.953998,518.967512,518.967529
  0.958358,  0.958358,622.100112,619.205325,619.205383
  0.727453,  0.727453,582.170662,585.781039,585.781067
 -0.704434, -0.704434,321.877899,324.400562,324.400543
  0.210171,  0.210171,378.163603,380.702850,380.702850
  0.090211,  0.090211,413.361585,418.158587,418.158600
  0.973613,  0.973613,619.320456,616.806701,616.806763
  1.318930,  1.318930,488.363422,491.577956,491.577850
  1.673955,  1.673955,558.761680,560.404730,560.404724
 -1.374960, -1.374960,424.758752,425.549720,425.549713
 -0.313352, -0.313352,520.802437,522.425657,522.425659
 -1.660644, -1.660644,340.429549,341.315973,341.315979
  0.282979,  0.282979,374.003432,374.370131,374.370148
 -0.067886, -0.067886,483.294031,485.816475,485.816437
  1.601147,  1.601147,519.217016,530.381473,530.381531
  0.132509,  0.132509,397.810117,400.181459,400.181427
  0.622055,  0.622055,523.086873,522.526525,522.526489
  1.522099,  1.522099,488.285185,497.784795,497.784821
  0.185902,  0.185902,382.902023,383.639055,383.639038
 -0.913843, -0.913843,274.738817,275.255003,275.255005
  1.603921,  1.603921,520.599651,531.525217,531.525146
 -0.139307, -0.139307,508.797250,511.836168,511.836151
  0.623442,  0.623442,524.160640,523.358822,523.358826
  1.699611,  1.699611,574.489858,570.984353,570.984375
  1.420168,  1.420168,473.861757,455.752236,455.752258
 -1.439447, -1.439447,424.712689,424.354253,424.354279
  1.316157,  1.316157,489.118737,492.615183,492.615204
 -0.649655, -0.649655,351.300871,354.231113,354.231110
  0.829384,  0.829384,618.331080,616.107191,616.107178
  1.207985,  1.207985,529.550670,533.067022,533.067017
  0.782926,  0.782926,605.145227,604.032540,604.032532
  0.196303,  0.196303,380.651889,382.380681,382.380676
  1.259991,  1.259991,507.893889,513.619022,513.619080
 -0.641334, -0.641334,356.268720,359.037012,359.037018
  0.959745,  0.959745,621.879057,618.987269,618.987366
  1.636511,  1.636511,537.307542,544.964198,544.964233
 -1.382587, -1.382587,425.341603,425.408321,425.408356
  1.257910,  1.257910,508.770164,514.396942,514.396973
  0.108933,  0.108933,406.432083,410.201497,410.201508
 -1.515028, -1.515028,409.193333,415.274955,415.274963
 -0.161496, -0.161496,514.882902,517.783028,517.783081
 -0.525535, -0.525535,428.035447,429.203349,429.203369
 -1.698781, -1.698781,317.232214,321.268830,321.268860
 -0.547031, -0.547031,414.794676,416.178460,416.178467
 -0.262733, -0.262733,526.086460,528.483135,528.483093
  0.242761,  0.242761,374.508057,376.759945,376.759949
 -1.362478, -1.362478,423.260104,425.781101,425.781097
 -1.627360, -1.627360,359.613436,358.811662,358.811676
 -1.281350, -1.281350,404.799728,406.801879,406.801849
  1.223240,  1.223240,522.854038,527.362275,527.362244
  0.660886,  0.660886,546.593458,545.830820,545.830811
  0.961825,  0.961825,621.376952,618.660183,618.660156
 -0.981797, -0.981797,285.796437,287.572859,287.572876
 -0.863225, -0.863225,274.637859,276.636903,276.636902
  0.990255,  0.990255,615.647883,614.190020,614.190002
  0.054848,  0.054848,428.584147,433.188644,433.188599
  0.450783,  0.450783,421.668213,423.401984,423.402008
  1.479801,  1.479801,478.612693,480.342713,480.342743
 -0.192006, -0.192006,521.209842,524.297688,524.297668
  0.210864,  0.210864,378.285312,380.618958,380.618988
  0.020177,  0.020177,444.139454,447.923995,447.924011
  1.422248,  1.422248,473.806340,456.610044,456.610046
  1.059596,  1.059596,594.372149,588.558647,588.558655
 -0.180218, -0.180218,519.122925,521.780660,521.780640
  1.578265,  1.578265,508.778209,520.945593,520.945618
 -0.870159, -0.870159,274.249477,276.447602,276.447601
  1.328638,  1.328638,485.905603,487.947663,487.947693
  1.719027,  1.719027,586.295458,578.990555,578.990540
 -0.343862, -0.343862,513.786828,516.676460,516.676453
 -1.205768, -1.205768,375.675862,375.412761,375.412750
 -0.997746, -0.997746,290.192106,292.554581,292.554626
 -0.024201, -0.024201,464.317615,466.785243,466.785217
 -0.761987, -0.761987,297.045252,297.408221,297.408234
 -0.128212, -0.128212,505.368766,508.432446,508.432404
 -0.740491, -0.740491,305.319713,304.765262,304.765228
 -0.282842, -0.282842,524.798174,527.730760,527.730713
  1.492976,  1.492976,480.946223,485.775493,485.775452
 -0.936726, -0.936726,277.045937,279.008427,279.008423
  0.098532,  0.098532,410.217922,414.622103,414.622131
 -0.882640, -0.882640,273.634491,276.106859,276.106842
  0.184515,  0.184515,383.244094,383.806838,383.806854
 -0.823007, -0.823007,280.318016,282.566493,282.566467
 -0.188539, -0.188539,520.523590,523.557386,523.557373
 -0.775855, -0.775855,292.221363,294.035101,294.035126
 -1.544151, -1.544151,399.242423,400.857249,400.857239
 -1.236278, -1.236278,388.512671,388.083598,388.083618
  0.831464,  0.831464,618.698619,616.626480,616.626465
  1.548448,  1.548448,497.033090,508.650355,508.650330
  1.076931,  1.076931,587.409582,582.075981,582.075989
 -0.246785, -0.246785,526.023116,528.536211,528.536194
 -0.378532, -0.378532,502.941473,503.963148,503.963135
  1.427795,  1.427795,473.808891,458.897530,458.897522
 -0.601810, -0.601810,380.290179,382.986001,382.986023
 -1.040737, -1.040737,304.096377,306.875055,306.875031
  0.855734,  0.855734,623.040129,622.684848,622.684814
  0.373815,  0.373815,390.613944,388.605349,388.605377
 -1.244599, -1.244599,391.735605,391.539281,391.539307
 -0.019347, -0.019347,462.237447,464.722294,464.722290
